Search_uid,Search_query,region,brand,group,Search_result,Search_uid_sales,Sale
1d74ad31ffc2f1a032c883be78684af6,334379,1,31,12,1,0,0.0
1d750cb59d79d4c0fcb9f2dbbea66928,339012,1,31,12,1,0,0.0
1d7578c877fae32078b4dc0b40553c96,BD-5911,0,499,50,1,1d7578c877fae32078b4dc0b40553c96,1.0
1d758937d3f85924faa79dc22fb56d12,CEKH-19,1,369,48,1,0,0.0
1d76cbca44c760ffaf1e24e519b86f9a,GDB1685,0,4,50,1,0,0.0
1d779d00da56b1cdc4932302d7ba1b1d,344356,1,31,12,1,0,0.0
1d7a30b8464a52458af1577331b1e8a3,3533001,1,100,38,0,0,0.0
1d7ca88a2730d38b725cdbe4e5538108,CBHO-28,1,369,11,1,0,0.0
1d7cf8479e79593b9dcd59ef0730f3e4,08972,0,124,129,1,0,0.0
1d7d47a6dff4ad89df17a2ccd0c586de,333114,1,31,12,1,0,0.0
1d7ef321c4c84efd01b75c386fd861ed,WB-1336,0,499,18,1,1d7ef321c4c84efd01b75c386fd861ed,1.0
1d7fc278b4a0cbee293f7a34ad97b129,5160,0,22,26,1,1d7fc278b4a0cbee293f7a34ad97b129,1.0
1d81e7e97d5c7bc32053befba71275a2,MB809335,1,311,94,0,0,0.0
1d8342a2fe2defd063032e3e675b1996,339011,1,31,12,1,0,0.0
1d84fdb7de644702a49b64fa020c606d,12022700,1,34,63,1,0,0.0
1d89dcb880a881c07313be4832d339ac,810004,0,179,57,1,1d89dcb880a881c07313be4832d339ac,1.0
1d8f2cea3f368a1e80871c7d4081fa90,D0025,1,63,12,1,1d8f2cea3f368a1e80871c7d4081fa90,1.0
1d91ef560af11f49d512ecc789bbd400,JBU129,0,4,27,1,1d91ef560af11f49d512ecc789bbd400,1.0
1d93cde12c04dd379233d1b9751a3fb9,GDB3438,1,4,50,1,0,0.0
1d9942271a3559b98109dae61fdeabe5,T21GY02F,1,596,31,1,0,0.0
1da097821cfa91cba4a317205ca92a1f,333326,1,31,12,1,0,0.0
1da8227f99c69e00a9157fb12acec4a6,0 986 424 650,1,160,50,1,0,0.0
1da85fa9d02fef3a46c2b21c783820d6,339080,1,31,12,1,0,0.0
1daac1d5c364fda3ba57de16ec42b906,3783801,0,5,39,0,0,0.0
1dac1adc8d3f09ae9a7895d9bb46f0bf,339755,1,31,12,1,0,0.0
1db07ed80ce746023b709a368ba715e8,3397011432,0,160,124,1,1db07ed80ce746023b709a368ba715e8,1.0
1db4020c804060d600aefbd48e5204b1,54501-JG00B,1,307,29,0,0,0.0
1db76a156008065c2df427bc2777a904,DF6198,0,4,4,1,0,0.0
1db810c349e5e626645998f4073a3848,339030,0,31,12,1,0,0.0
1db8e7c465135273e9cdebd1aba49807,31556,0,124,26,1,1db8e7c465135273e9cdebd1aba49807,1.0
1dbb0a7336981ac2787dc157e8e44983,0 986 424 650,1,160,50,1,1dbb0a7336981ac2787dc157e8e44983,1.0
1dbc4abab4a2fd029fde15ed177307f4,CBHO-14,1,369,11,1,1dbc4abab4a2fd029fde15ed177307f4,1.0
1dc32f285c9cb06fc0abc812f65fe624,2825,0,224,66,1,0,0.0
1dc371d8972e01002fdcd28b842f3544,7562,0,53,126,1,0,0.0
1dc77aa5f91214b737130200f7183e42,T2431WB,1,596,27,1,1dc77aa5f91214b737130200f7183e42,1.0
1dc8a1a4090e860e342f9a44d8171324,334176,1,31,12,1,0,0.0
1dc8faee81f2302d8f6e7a7025840cca,G16678,1,63,12,1,1dc8faee81f2302d8f6e7a7025840cca,1.0
1dcdcb5dde61d0f4a67f358894819dac,V172085301,1,358,115,1,1dcdcb5dde61d0f4a67f358894819dac,1.0
1dd17329442f526ff7651430699c54ae,3201001,0,5,46,0,1dd17329442f526ff7651430699c54ae,1.0
1dd3e1de2058dd1e4acb4285a2e2cacf,29344,0,124,71,1,0,0.0
1dd690b6e0eda802843ce4eae540775a,LC-241,1,499,49,0,1dd690b6e0eda802843ce4eae540775a,1.0
1dd719bfede6362ce7b9c7ff3367d904,341463,1,31,12,1,0,0.0
1dd7972b8a6d27b6161440fb709e8458,443246,0,31,12,1,0,0.0
1dde10bf80ca6cdf33b00cb451a4c85b,M470,0,55,13,1,0,0.0
1de11838284d39451868792b3ccd0297,N2432WB,1,596,27,1,0,0.0
1de3d25780e5c0cac278f6eb09ab64ec,BKR6EIX-11,1,30,96,1,0,0.0
1de85daa94dea91ed356bfa6f5d93825,CU 3337,1,131,55,1,1de85daa94dea91ed356bfa6f5d93825,1.0
1de95beb249e7ab7a6d5006c0733b90b,C9580,1,499,27,1,0,0.0
1deaa612310279556e5148a095e3eb8a,5060,1,22,26,1,1deaa612310279556e5148a095e3eb8a,1.0
1debc337529e193d74d180b7e0cdba05,LX1211,0,29,40,1,1debc337529e193d74d180b7e0cdba05,1.0
1dede01434aa75bcbd9cfebe41ab18ad,1371902,0,225,29,0,0,0.0
1dee8a75821b6ba929b02fa5d3a96f91,334195,1,31,12,1,1dee8a75821b6ba929b02fa5d3a96f91,1.0
1df19a51b61d544c51cb1cb6c0d45066,54086,0,22,11,1,0,0.0
1df59f84ef70f5f96d5161c4c59d1860,13505-20030,1,301,16,0,0,0.0
1df5e95d5d0b9a5c23b8219ccf2a209e,C9020,0,499,31,1,1df5e95d5d0b9a5c23b8219ccf2a209e,1.0
1df6c99a91505b939d289d5c1855f3c1,GDB1938,0,4,50,1,0,0.0
1dfcaf9f475727aafd6f6019f1698a05,LA-1508,1,499,40,1,0,0.0
1dfea61c20d73bebef8ade7ca4068071,C9243,1,499,27,1,0,0.0
1e0200dff9271b1d7705c14ffec99617,338712,1,31,12,1,0,0.0
1e033d0f251345affa7a2b06493af287,334190,1,31,12,1,0,0.0
1e041e3f566ef8b9168f3081a50bbed7,V172085341,1,358,164,1,0,0.0
1e0ba7871260101f1ccf055824f89105,334342,1,31,12,1,0,0.0
1e0d57f918006d0152e22972b2242e6d,32000 01,0,141,27,1,0,0.0
1e0f023941d83a38d85cdd155231bb83,032009,0,215,6,1,1e0f023941d83a38d85cdd155231bb83,1.0
1e14d825ef9f12e89a3964841f31006b,C5235R,0,499,29,1,0,0.0
1e17227677a7e9c3d514bf3b9e98c989,HGB35175,1,407,19,0,0,0.0
1e18aad6bcf4e12f0d281b094e6c194b,48157-42020,1,301,25,0,0,0.0
1e1929fb470557431f736c2446e1c257,KL705,0,29,47,1,0,0.0
1e19a0210c7618e52a79c687a2378a9f,PU107029RMXY,1,460,17,1,0,0.0
1e1b6b3b154274dd72c827dda522a41d,12972PRC1,0,50,6,1,1e1b6b3b154274dd72c827dda522a41d,1.0
1e1ce35b1c20a86ad4b9666a3c36ef87,C8797,1,499,31,1,1e1ce35b1c20a86ad4b9666a3c36ef87,1.0
1e245dbeda57d66099d1ef25e371eb02,T38054,0,14,17,1,0,0.0
1e25d6f9a1a552370896f600114bf18a,C7034LR,1,499,26,1,1e25d6f9a1a552370896f600114bf18a,1.0
1e28c4ede8ecccc9889935027341c2ba,JTE1214,0,4,48,1,0,0.0
1e2a4c549bf2909b432c9a5f052702d2,K015662XS,1,14,15,1,1e2a4c549bf2909b432c9a5f052702d2,1.0
1e2d2a80374fb215d479084c6dd3e586,GDB3372,1,4,50,1,1e2d2a80374fb215d479084c6dd3e586,1.0
1e2eaf5927e6c221327cb74ec5ab2ba3,OC1051A,0,29,49,1,0,0.0
1e30f78c1c205f1935d932f4f7054720,334358,0,31,12,1,0,0.0
1e34ab4bb32f250cae39d0a5c3ff26ce,48818-48030,1,301,31,0,0,0.0
1e3783958e22121da6246e6027f99a74,1545602,0,148,11,0,1e3783958e22121da6246e6027f99a74,1.0
1e38e3f3833d055ebb871fa569c63878,CLT-50,1,369,26,1,0,0.0
1e3e720a54571dbf66a05a299c62701c,04152-38020,1,301,49,1,0,0.0
1e406b43ee9ffb14e13230f0cd0b55ad,4PK668,0,14,14,1,0,0.0
1e42cb77095d658f2cc625370e8dfed6,0 986 580 824,1,160,43,0,0,0.0
1e4596149b9c495b665327d33fdf89aa,TAB-124Z,1,598,27,0,0,0.0
1e54c10d53dcf7815d1093cf13fc3328,BD-3602,1,499,50,1,1e54c10d53dcf7815d1093cf13fc3328,1.0
1e5875733b77bd744fe35d89405905ad,SPC7570,1,499,109,0,0,0.0
1e5890890de6bcc2aae2f7c673d42030,OP595,1,13,49,1,0,0.0
1e5891601709f2c22fd986539d998bc6,BWD113,0,4,38,1,0,0.0
1e5897b1255478e0db93d6a4009e9c9b,WK 512,1,131,47,1,0,0.0
1e59875557d898e8c0000e46f7b3b534,06162,0,124,129,1,1e59875557d898e8c0000e46f7b3b534,1.0
1e5d5c64713a8e4aa8c03e878c2b4d36,713 6604 90,0,128,19,1,0,0.0
1e5f969658da99845ecaa8e669243ace,T24NC42WB,1,596,27,1,0,0.0
1e5fd85231dd8d64b2526ab553c5283d,DUR-060R,0,154,124,1,0,0.0
1e6862f98973838396553d812529fd88,301464,0,215,50,1,1e6862f98973838396553d812529fd88,1.0
1e6ba6d7079d0d0336c042e113c7e2ba,CU 2141,0,131,55,1,1e6ba6d7079d0d0336c042e113c7e2ba,1.0
1e6effd83e38cd47992bd8020ebe22f3,CVHO-28,1,369,31,1,0,0.0
1e7289a4e05756277c39f3840cbf6652,K015669XS,1,14,15,1,0,0.0
1e7553bb2f35cc6cb92e009dd11924da,343431,1,31,12,1,1e7553bb2f35cc6cb92e009dd11924da,1.0
1e7896ddc318fae8601a0320ee726e12,C9831,1,499,27,0,0,0.0
1e7b8b1cbfa0f685ccf1bdb65b51487e,CLKK10,1,310,26,0,0,0.0
1e7eafb6c041045af3bd10769f38e0b9,P544904,0,179,57,1,1e7eafb6c041045af3bd10769f38e0b9,1.0
1e800ca4909e435e122603aa8d49fc54,GS8166,0,4,64,1,0,0.0
1e807a25306153e9754d12c041a87108,MZB-TRBF,1,598,21,0,0,0.0
1e812ba1685951917f5a6347a035dc3c,30BD5222T1XDDUM6CG01,1,458,125,1,0,0.0
1e8277f34f9f5ea2caf1616e0561c253,33889,0,124,141,1,0,0.0
1e86acfbce3d7616e0ed503f8c4aa70b,17801-38030,1,301,40,0,1e86acfbce3d7616e0ed503f8c4aa70b,1.0
1e89e3d521ef5b74193e1ecbc6ec0308,332120,1,31,12,1,0,0.0
1e8b0ce5e804e328400d134245e88bbb,19510,0,124,4,1,1e8b0ce5e804e328400d134245e88bbb,1.0
1e917eac0817e2b53ef832c135fe8002,GDB1685,0,4,50,1,0,0.0
1e91ecf56ec56b4038c8fb720b53ad5f,301409,0,215,50,1,0,0.0
1e92dee1b1a60e0e1f5b6d2d08672270,0 242 135 524,1,160,97,1,0,0.0
1e97174217c892d6d7ca685f68563a4d,341422,1,31,12,1,0,0.0
1e9f21fa078a39965694af84908d42ff,339026,1,31,12,1,1e9f21fa078a39965694af84908d42ff,1.0
1ea661a18076d61e628c065f78e399a4,3033801,1,225,29,0,1ea661a18076d61e628c065f78e399a4,1.0
1ea9195a535c6d9b9c82c5f555c91cea,W76844,1,723,126,1,1ea9195a535c6d9b9c82c5f555c91cea,1.0
1ead1242228ec702d3367e313960e212,333359,1,31,12,1,0,0.0
1eaf06635b8afa99fea7e1c80779fa9b,DF4381,1,4,4,1,0,0.0
1eafa32781243d8a600ccc471358a8fd,T22NC42,1,596,31,1,1eafa32781243d8a600ccc471358a8fd,1.0
1eb30018f6619b660cc15e3b1e39bfb1,F8-6601,1,161,31,1,0,0.0
1eb55961990bc1880d28e582a3211b5c,910030,1,31,25,1,0,0.0
1eb8e83d9951371425af8e9b3aa55089,333331,1,31,12,1,1eb8e83d9951371425af8e9b3aa55089,1.0
1ebe69479dba493437e5fe41c6765699,N17J31IZ,1,596,10,1,1ebe69479dba493437e5fe41c6765699,1.0
1ec12e34b5a9a7e2e25e2ed4fe812afb,333323,1,31,12,1,0,0.0
1ec1e1cf11957cb3e4505d88207734b2,CBT-84,0,369,11,1,0,0.0
1ec235a974289c709a31121bb0bc6eae,O24296PL,1,596,27,1,0,0.0
1ec31ef4abad8894a49d8b504662ec5f,49976,1,22,29,1,0,0.0
1ec6b4f35e845ba1c7949896b683e68c,ATR-S-5,0,603,163,1,0,0.0
1ed07704f7b331ca00f30016e6eb352f,608ZZ,0,460,36,1,1ed07704f7b331ca00f30016e6eb352f,1.0
1ed2c0f71f19071941c3c0468e89eb1a,335840,0,31,12,1,0,0.0
1ed5f5d847b803c94d6533699c841730,863619,0,22,27,1,0,0.0
1ed6a47dc2b5112654c66a25e2ae6d47,64193,1,224,6,1,1ed6a47dc2b5112654c66a25e2ae6d47,1.0
1eda15fd61c0567a0963b837326a2052,C1018LR,0,499,11,1,0,0.0
1eda50abd0d2e265ab8ec0ce49256b89,845022,1,31,12,1,0,0.0
1edabdd391a37799f350fd7ce48d61a6,343431,1,31,12,1,0,0.0
1edbe2a7301df6a2689fe5c33336cf14,OC264,0,29,49,1,1edbe2a7301df6a2689fe5c33336cf14,1.0
1edd5d193a789b1d1beef768dcb75d45,WK61446,0,134,47,0,1edd5d193a789b1d1beef768dcb75d45,1.0
1eddb429119a7db51bd7e4a2ef3e9d5d,GDB3562,0,4,50,1,1eddb429119a7db51bd7e4a2ef3e9d5d,1.0
1ee0beb8b11b01acc5a20d14c1307257,04479-42040,1,301,57,0,0,0.0
1ee713e2b82e086cbaa5392a7787b4e3,27030,1,124,40,1,1ee713e2b82e086cbaa5392a7787b4e3,1.0
1eea00c8b182ec5ecba3dfa79e2823af,0282-Y11A42R,1,598,19,0,0,0.0
1eec1d9b2882ff337baea036c3d3e0f7,713619790,0,148,18,0,0,0.0
1eed75d43f151971feec3b156247aca2,PFG110,0,4,126,1,1eed75d43f151971feec3b156247aca2,1.0
1eefbdf8f4eca9ba725b6b8aeb469a07,AFC-09,0,603,183,1,0,0.0
1ef1476680496a9050a5ce411e740222,CEHO-11R,1,369,48,1,0,0.0
1ef77039db1ee9fb7b59c7b6e540e831,OC195,0,29,49,1,1ef77039db1ee9fb7b59c7b6e540e831,1.0
1ef8dc253186f63663eac90c22ca3b4b,6221MC,0,14,1,1,0,0.0
1ef95fe9af1b84ea5d09dbf2a2c9224c,0 261 230 217,1,160,87,1,0,0.0
1efb82a94c54b66a76cc2a1fef2d0150,C2035LR,1,499,59,1,1efb82a94c54b66a76cc2a1fef2d0150,1.0
1efe63e8a017bf13b06b3bf3f8134153,333198,1,31,12,1,0,0.0
1f03d8d6f02347cc7ff9e0f2810b20cd,CEKH-40,1,369,48,0,0,0.0
1f09234476e49b5086688aa3efcbd4f9,90903-63014,1,301,21,0,0,0.0
1f09ede6956bb3439299492a674cd957,WB-1240,0,499,18,1,1f09ede6956bb3439299492a674cd957,1.0
1f0d80efc75be39080d020e0105d8b37,339030,0,31,12,1,1f0d80efc75be39080d020e0105d8b37,1.0
1f0de46246fa373b43c5dfcd0d9f7001,35168-12060,1,301,35,0,0,0.0
1f0eae644729f55d16f409b5790793e0,KJ16CRL11,1,154,97,1,1f0eae644729f55d16f409b5790793e0,1.0
1f0f89e2b3e4e58fb3232eff5c714cdb,SPE3037,1,499,109,1,0,0.0
1f1349f157ae28e096bfa1d43b02e557,CUK 2243,0,131,52,0,0,0.0
1f14bfa2b6e079f56c2d803a64fe6835,OP595,0,13,49,1,0,0.0
1f1be595083656f1b679a569a4b6c81b,2931702,1,148,11,0,0,0.0
1f1c76ca40f2ab91f30ecf0e21a7c8aa,341321,1,31,12,1,0,0.0
1f27562e9c5867d64d76956c74399c20,33381,0,124,31,1,0,0.0
1f27d5341f367649be7fcef2ef71a4aa,1 987 948 349,0,160,14,1,0,0.0
1f29fec6ef53d968baa4ba7bdeacb000,42210-20010,1,301,27,0,0,0.0
1f34147f7ccfed159e0fb7ca360bd165,713678790,1,148,19,0,0,0.0
1f35010ae24567e22c300029242528e7,335040,1,31,12,1,0,0.0
1f37f5e5b3d1b9168cb536492a1760aa,334063,1,31,12,1,0,0.0
1f3cf3f41ba9b2cd25ffa325f6f06dbb,06-411,1,642,10,1,0,0.0
1f3d371d68ffa1e559c5ed4c09c7d297,45873,1,22,29,1,0,0.0
1f41727fe313e9e71ed1d28801406868,334394,1,31,12,1,1f41727fe313e9e71ed1d28801406868,1.0
1f4e681c11b5edad482b78309be69f47,C9370,1,499,27,1,0,0.0
1f51025c66bcc561bde184acd0d16c83,26082,1,124,11,1,1f51025c66bcc561bde184acd0d16c83,1.0
1f5188a95758a419124ed1ddfb75874c,06161,0,124,129,1,1f5188a95758a419124ed1ddfb75874c,1.0
1f55603a678203f8a00c9ee8fdcb9eaa,C9432,1,499,27,1,0,0.0
1f5ba46ab7fc1dfc81254384ea3d5ed1,C 25 040,0,131,40,1,1f5ba46ab7fc1dfc81254384ea3d5ed1,1.0
1f5d09ae1c0a409bd97302529f676c3a,BD-1206,1,499,50,0,0,0.0
1f5d938732a5646519fd781f540a318b,C 28 145,0,131,40,1,1f5d938732a5646519fd781f540a318b,1.0
1f5ebb9f303222173630ff864ffdfc06,OC51OF,0,29,49,1,0,0.0
1f5f755327ee97ce6c48efa69b29f4b5,90919-01210,1,301,96,0,0,0.0
1f5fbae35dbe62b8f6122b578d37c51f,5433XS,0,14,69,1,0,0.0
1f6005e13fb535d1c6bc736e508952f9,14738,0,124,141,1,0,0.0
1f6060f1b06d8965f2338a034ac073d5,3516860010,1,1757,35,0,0,0.0
1f61fa0fce28d9077145896e09802bff,48725-32280,1,301,27,0,0,0.0
1f68fe5076216477a2356bc50aaffa45,RF3142,1,31,51,1,0,0.0
1f6cd62b76d9b160cd18d674c5654a49,P434503,1,179,57,0,0,0.0
1f6dec7bff8c189f810dd51ef8217d85,C7213LR,0,499,26,0,0,0.0
1f7772eb5eb64c2083a5ae9f8ba3c028,339169,1,31,12,1,0,0.0
1f7ef995feef93c7707e8d889712b0a7,333114,1,31,12,1,0,0.0
1f7ff98bafd1111fd9b5afb1f9bbe95e,313971XF0D,1,308,35,0,0,0.0
1f8284b70d261411d6ef824ab6e86ad1,ADB0795,1,465,50,1,0,0.0
1f85b43b6f62ab5afe84468ab4cbc407,338026,0,31,12,1,0,0.0
1f8acd6c1dd1d0e96885c24072864fc2,828470,0,215,80,1,1f8acd6c1dd1d0e96885c24072864fc2,1.0
1f8d709e45ae05f70bdcffa7b6080876,C8480,0,499,31,1,1f8d709e45ae05f70bdcffa7b6080876,1.0
1f8f0b18543ed046bd97a00b018c1186,334371,1,31,12,1,0,0.0
1f8f29ebd4630640c7887d74184fc90c,OC614,0,29,49,1,0,0.0
1f90e20f6fb64185a474da0bbee1bc6c,04152-38020,1,301,49,1,0,0.0
1f915b2169d3815fe2a7befbddc348b8,257070,0,179,57,0,0,0.0
1f977675a034cb81d83d2e9c843c5dd8,7585,0,53,126,1,1f977675a034cb81d83d2e9c843c5dd8,1.0
1f9ad2f7c0cc7461666fed1ad77cc5d2,8797,1,205,46,1,0,0.0
1f9c8e4c3519b00932301e928d28632c,12013600,0,34,63,1,0,0.0
1fa1623f88ca2a0f60fc377b1dcd490f,349040,1,31,12,1,0,0.0
1fa5354cacbc1b8f0b2ffaa413923a75,BDA607,0,4,38,1,1fa5354cacbc1b8f0b2ffaa413923a75,1.0
1fa6b43ef20256b91184618b6dcdeff3,C4008LR,1,499,48,1,0,0.0
1fa7c2a78c2738aacf1532cc8e67969c,C4H-41012H,1,625,51,1,0,0.0
1fac21a599774946e56f839ba01fc77e,17109,1,124,21,1,0,0.0
1fad2451f5c147df6c81c1b19167d280,GIC206,0,4,67,1,1fad2451f5c147df6c81c1b19167d280,1.0
1fb131b3b8d84af1ae7c39df61d1192c,334395,1,31,12,1,0,0.0
1fb188eca6ba98496c5805633c697f17,K025499XS,0,14,15,1,0,0.0
1fb4693d536ace5bcd09b3ad43efae29,1164200270,0,206,57,1,1fb4693d536ace5bcd09b3ad43efae29,1.0
1fb70cafcd024db05d2d7dbadd0ef2dc,334343,1,31,12,1,0,0.0
1fb8ff510621d6e3cb0ed74a7e098817,32600,0,124,141,1,0,0.0
1fbad7fb54a3770b1ce46a4de55bd45f,17801-31090,1,301,40,0,1fbad7fb54a3770b1ce46a4de55bd45f,1.0
1fc419569af4ff12a178f2a6344c64e2,C8293,1,499,27,1,0,0.0
1fc5d1167c3647d4e0cabcc1de213115,ILKAR7L11,1,30,96,1,0,0.0
1fc9fa037becdb508627f8de32e6e42a,334342,1,31,12,1,0,0.0
1fcbede903a10b242f943d3a75c80e49,C1305LR,1,499,11,1,1fcbede903a10b242f943d3a75c80e49,1.0
1fd3a1b26eee6307670c6978a91d8f77,ADB0281,1,465,50,0,0,0.0
1fd78c9b57b25706b881bcbefc4a00c8,333114,1,31,12,1,0,0.0
1fdb08d6d4fae84d7d324fb509b09fd3,36313,1,1328,116,1,0,0.0
1fdbbf6535d7848318f615d726bae4ff,4PK948,0,14,14,1,1fdbbf6535d7848318f615d726bae4ff,1.0
1fdc8430f5c478455540872f06ca7edd,54618-JX00A,1,307,26,0,1fdc8430f5c478455540872f06ca7edd,1.0
1fddce13405be5c0b81fb7bb061e87d5,C4T-63101,1,625,51,0,0,0.0
1fe2963d87d1d813e22c2b39a79b33fb,OP587,0,13,49,1,1fe2963d87d1d813e22c2b39a79b33fb,1.0
1fe66d9fae0eaaa0fa444c637d87f37b,0711-GVJBRH,1,598,107,0,0,0.0
1fe8c135480288b4e406175d205b3aa7,BD-8035,0,499,50,1,0,0.0
1fe94092658d3b9366449db974206525,7PK1140,1,499,14,1,0,0.0
1fea57975d3db5feb091ab415d3ccaf2,LC-1400,1,499,49,1,0,0.0
1feb8f611ef58d72318af422373eced3,07512,1,124,29,1,0,0.0
1fec96305719dca2e670cb83b79192fd,JTS483,1,4,26,1,0,0.0
1ff133ddcd62cb9a4478de39786f8651,GS8768,0,4,64,1,0,0.0
1ff1b556f6a45aa064a4cda2528f098a,T20EPRU,1,154,97,1,0,0.0
1ff538c1bddf52ecf16e19d0dab4535d,339077,1,31,12,1,0,0.0
1ff884e370413b083a8431e5a71a82d6,R155114,1,407,18,0,0,0.0
1ffb78b4e9e98ede06692d5fb753bc07,BD-1206,0,499,50,0,0,0.0
1ffd67f310ad8e01656ce567b0b76229,334420,0,31,12,1,0,0.0
1ffd9fc3fae02c83bebc73a88774c30e,GDB3198,0,4,50,1,0,0.0
1ffe78a2dbe526726c12d74df66de938,77024-33090,1,301,47,0,0,0.0
20000a6351d2aabd35755b92f7434e76,CLKD-11,0,369,26,1,20000a6351d2aabd35755b92f7434e76,1.0
20055923e0a36f147afa69b9265e6acb,341369,1,31,12,1,0,0.0
20072544c96dfbadf379c765d7d865e4,333310,1,31,12,1,0,0.0
2007adb7718ebdb92744561ebcd9b5f6,CU 3569,0,131,55,1,0,0.0
2010e0cfe5e978e4af7e41b9b72650d1,P525801,0,179,57,1,0,0.0
20154827b49a6e58adadc9e205fbeeaa,26580,0,124,128,1,0,0.0
201957069963b0974ed9ce87bd087e0c,5PK705SF,0,14,14,1,0,0.0
201a257318ea62df15c06d84b04b187e,333331,1,31,12,1,0,0.0
201c299f7c7207b63e580dc4d24cf0fb,339023,1,31,12,1,0,0.0
201d4380f927713930d75b94e5d2c83c,344410,1,31,12,1,0,0.0
201e0ceb117877d50b8efe259d215db3,T24NC42WB,1,596,27,0,0,0.0
201e0f4d5ec6ffbd5619bd00b54f559a,334346,1,31,12,1,0,0.0
201e69e9da3b8691935437cb88a9b6c0,6203DDUCM,1,458,36,1,0,0.0
201f5b688b28e32ffaffdc1331f53bc5,CI-3728,1,499,107,1,0,0.0
202029942c18bbfa22e61b4eae71f2c5,52315S10A01,1,387,31,0,0,0.0
2021eb2ba85453b96ef1c51ace4cd697,6284 000 048,0,86,23,1,2021eb2ba85453b96ef1c51ace4cd697,1.0
202203b733daec02c40da95fadbde4a4,PK16PRL11,1,154,96,0,0,0.0
20226491affab239a623ea1f39517305,C1100LR,0,499,11,1,0,0.0
2024638c227fc136d690ddb5d5366a40,48815-48040,1,301,31,0,0,0.0
2024685575c6f3c5be87977b2f3f54d7,36543,0,1328,116,1,2024685575c6f3c5be87977b2f3f54d7,1.0
202f57707bc0343cd0db56f73f7767c3,602000800,0,129,80,0,0,0.0
2030c9226b96555f4df908ae9ef188be,1121446011,1,798,95,0,0,0.0
203342de70ece410175d4401634377fd,826403,0,215,80,1,0,0.0
203812e5a113e005dbb571683b195570,349024,1,31,12,1,203812e5a113e005dbb571683b195570,1.0
203e997404bbec9c4615d88fdb4e2866,90919-01191,1,301,96,0,0,0.0
203f40d0671fa727775436245502909a,M21N31F,1,596,31,0,0,0.0
2040ea6d486fd45f993df217c5f8646e,G32295R,1,499,12,1,0,0.0
20449481a558c518881ea8100f61c1d1,AJ-U-01,0,603,91,1,0,0.0
204676a3290dabef0cce5b00666e7886,JTC968,0,4,29,1,0,0.0
2046f19d29ccf0efc428bf14ae9ca7c8,311 863,1,86,12,1,0,0.0
204754b79e89ceda6cdfde3545871c31,PK-1268,0,499,15,1,0,0.0
2047d30af0022cad877ef55317254a26,27-411,1,642,10,1,2047d30af0022cad877ef55317254a26,1.0
204a2077dfe7894f481a1a2952677cbc,17801-51020,1,301,40,0,0,0.0
204a998025878214133cc2f4e7353280,29934,0,124,114,1,0,0.0
204e03cefdb776722f99ce5f4d69dcf7,21909,0,124,126,1,0,0.0
205261c885eaea5dcc95bc3001332583,CQT-31R,1,369,29,0,0,0.0
20540d0b876376a390699d049e09821d,CLKD-10,0,369,26,0,0,0.0
20541027270e05908331ccc8fcdeef6b,9031235002,1,798,76,0,0,0.0
206027b70cab10a1ffbbc39258a197d9,CLKD-8,1,369,26,1,206027b70cab10a1ffbbc39258a197d9,1.0
2067325cd7fe0006ddb134e67fc09add,BD-7529,1,499,50,0,2067325cd7fe0006ddb134e67fc09add,1.0
206859828847bc3c79c2f53f298c3428,91081,1,22,11,1,0,0.0
206d5c0392cc181ee7cc1e3251c46dcc,334340,1,31,12,1,0,0.0
206e9b49f00eeb1dcba81435df4fb688,5535XS,0,14,69,1,206e9b49f00eeb1dcba81435df4fb688,1.0
20709bee74b0d720a47bd358a37e3b6a,C9415,0,499,27,1,0,0.0
2079c75b52d8ea96fd8e1d6bc0ec7206,334817,1,31,12,1,0,0.0
207afa670abdf0e8d40566ce2459452a,LX307,0,29,40,1,0,0.0
208152667135c81af7e3f36c3b77fbe8,821412,0,215,80,1,208152667135c81af7e3f36c3b77fbe8,1.0
208742b575ab24d7fbd65aa72c607c9d,6284 000 048,0,86,23,1,0,0.0
208a38ec50192daf640650ec14d9674e,354006,1,31,12,1,0,0.0
208ba54e41971fdb5b899e9ceff9c339,C9432,1,499,27,1,0,0.0
20917a7063a25a11fd80b6d924341ed6,CO-5513A,1,499,108,1,0,0.0
2094cbfcf9c58c7e4212c468503f37de,33402 01,0,141,29,1,0,0.0
20963482104616712fb979383e19f5f2,334063,1,31,12,1,20963482104616712fb979383e19f5f2,1.0
2097acfa55dd497b0086ef16b1f1ab3a,02-126,1,642,10,1,2097acfa55dd497b0086ef16b1f1ab3a,1.0
2099317b5671b7e5276870ecaf2047bf,LF-964M,1,499,47,1,0,0.0
20a0b771f556fa25a5e38517480148ef,G32295R,1,499,12,1,0,0.0
20b753960bdd1789cf04b81bf0deb0de,JBJ661,0,4,11,1,20b753960bdd1789cf04b81bf0deb0de,1.0
20b7afb80832f24a7be055fc31146b83,18229-SEA-013,1,327,111,0,0,0.0
20ba94503d4dd2d1c252cb1e6b3ef377,341276,1,31,12,1,20ba94503d4dd2d1c252cb1e6b3ef377,1.0
20bad9e57310f856ec7a57dda720900f,863631,0,22,27,1,0,0.0
20bb043306b2565ebafbadfa445b23eb,DF1423,0,4,4,1,20bb043306b2565ebafbadfa445b23eb,1.0
20bc911d5c907e9d2fec84215cecd757,CBT-46,1,369,11,0,0,0.0
